ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_ID,Part_Of_Speech,Original_Translation,Text_ID,Record_Number,Speaker_ID
histyarirdi-1040,yab,papera ta papera,papera	ta	papera,***	?	***,"the book then, the book (auto)",,,histyarirdi-1040,?	?	?,"el libro pues, el libro",histyarirdi,1040,irdi
histyarirdi-1041,yab,mërë nwa chipokono ta wïrë ya,mërë	nwa	chipokono	ta-∅	wïrë	ya,?	?	***	say-IPFV	1PRO	ERG,that's why I say (auto),,,histyarirdi-1041,?	?	?	vt	pn	postp,por eso digo yo,histyarirdi,1041,elpe
histyarirdi-1042,yab,irë nwa chipokon ti ta ta,irë	nwa	chipokon	ti	ta-∅	ta,3ANA.INAN	thus	***	HSY	say-IPFV	like,that's why it says ### (auto),,,histyarirdi-1042,dem	part	?	part	vt	part,por eso dice ###,histyarirdi,1042,irdi
histyarirdi-1043,yab,"ejnë waimu yaye rë chi yawë neke ne, nwarë, iwaijtë yaka wëjkari",ejnë	waimu	yaye	rë	chi-∅	yawë	neke	ne	nwarë	i-waijtë-∅	yaka	wëjkari,1+2PRO	?	LOC	EMP	COP-ACNNMLZ	LOC	CNTR	INTS	?	3-head-PERT	ALL	?,"if it had been in our language, it would have entered his head. (auto)",,,histyarirdi-1043,pn	?	postp	part	n	postp	part	part	?	n	postp	?,"si hubiera sido en nuestro idioma, hubiera entrado en su cabeza",histyarirdi,1043,elpe
histyarirdi-1044,yab,"tawaja, ëmpamïrï toto rë",tawaja	ëmpamï-rï	toto	rë,thus.NEG	learn-IPFV	non_Indian	EMP,"they do not, they learn pure Spanish (auto)",,,histyarirdi-1044,adv	vi	n	part,"no es así, aprenden puro español",histyarirdi,1044,elpe
histyarirdi-1045,yab,"aaa, Irma, mëwaimu takï mërë",aaa	irma	më-waimu-∅	takï	mërë,ah	***	2-speak-IPFV	CNFRM	?,"ah, Irma, that's your tongue (auto)",,,histyarirdi-1045,intj	?	vi	part	?,"ah, Irma, esa es tu lengua",histyarirdi,1045,irdi
histyarirdi-1046,yab,mëmukuru maniki,më-muku-ru	maniki,2-child-PERT	REL.ANIM,your children (auto),,,histyarirdi-1046,n	part,tus hijos,histyarirdi,1046,irdi
histyarirdi-1047,yab,tëwï takï tewenke wejtojpano ejturiajtë chipëkë onono,tëwï	takï	t-ewenke	wejtojpano	ejturiajtë	chipëkë	onono,3PRO	CNFRM	3-ignorant	?	***	***	another,she is not going to know anything because she is studying (auto),,,histyarirdi-1047,pn	part	postp	?	?	?	n,esa no va a saber nada porque está estudiando,histyarirdi,1047,irdi
histyarirdi-1048,yab,"onono, onono tawaja takï onono, onono, kwa chi ta kërë maejtoro pe chijpë wejtane ëpïri tewenkejra",onono	onono	tawaja	takï	onono	onono	kwa	chi	ta	kërë	maejtoro	pe	chijpë	wejtane	ëpïri	t-ewenke=jra,another	?	thus.NEG	CNFRM	another	?	how	?	?	?	***	?	?	?	***	3-ignorant=NEG,"another one is not like that, another one, although he was a teacher your brother does know (auto)",,,histyarirdi-1048,n	?	adv	part	n	?	part	?	?	?	?	?	?	?	?	postp,"otro no es así, otro, aunque era maestro tu hermano si sabe",histyarirdi,1048,irdi
histyarirdi-1049,yab,"tewenkejra maejtoro pe chijpë wejtane, Maroko ta",t-ewenke=jra	maejtoro	pe	chijpë	wejtane	maroko	ta,3-ignorant=NEG	***	?	?	?	***	?,"knows although he was a teacher, Marcos (auto)",,,histyarirdi-1049,postp	?	?	?	?	?	?,"sabe aunque fue maestro, Marcos",histyarirdi,1049,irdi
histyarirdi-1050,yab,koñarë tatapëkë yarika rërë,koñarë	ta-ta-pëkë	yarika	rë=rë,***	3P-say-PROG.TR	?	EMP=EMP,yesterday I was talking and they were laughing (auto),,,histyarirdi-1050,?	vt	?	part,ayer estaba hablando y se pusieron a reir,histyarirdi,1050,irdi
histyarirdi-1051,yab,"irë nwa chipokon ta wïrë ya taro, wënkepïja",irë	nwa	chipokon	ta-∅	wïrë	ya	taro-∅	wënkepï-ja,3ANA.INAN	thus	***	say-IPFV	1PRO	ERG	say-IPFV	forget-NEG,"that's why I say, it is not forgotten (auto)",,,histyarirdi-1051,dem	part	?	vt	pn	postp	vt	vi,"por eso yo digo, no se olvida",histyarirdi,1051,irdi
histyarirdi-1052,yab,"tewenkejra, wënkepïjrama, ejnë waimuru wënkepïjrama",t-ewenke=jra	wënkepï-jrama	ejnë	waimuru	wënkepï-jrama,3-ignorant=NEG	forget-PROH	1+2PRO	?	forget-PROH,"know, don't forget, don't forget our language (auto)",,,histyarirdi-1052,postp	vi	pn	?	vi,"sabe, no olvides, no olvides nuestra lengua",histyarirdi,1052,irdi
histyarirdi-1053,yab,"wïrë sëmpinujsaj yawë mëyewenkejra wejtojpe muku ta, tai ta wejsapë wïrë muku pëkë",wïrë	sëmpinuj-saj	yawë	më-y-ewenke=jra	wejtojpe	muku	ta	ta-i	ta	wejsapë	wïrë	muku	pëkë,1PRO	close_eyes-ABS.NMLZ	LOC	2-LK-ignorant=NEG	?	child	?	say-HORT	like	?	1PRO	?	about,"when I'm dead so that you know, son, son, I told my son (auto)",,,histyarirdi-1053,pn	n	postp	postp	?	n	?	vt	part	?	pn	?	postp,"cuando yo me haya muerto para que usted sepa, hijo, hijo, le dije a mi hijo",histyarirdi,1053,irdi
histyarirdi-1054,yab,irë nwa chipëkë tewenkejra,irë	nwa	chipëkë	t-ewenke=jra,3ANA.INAN	thus	***	3-ignorant=NEG,so you know (auto),,,histyarirdi-1054,dem	part	?	postp,por eso sabe,histyarirdi,1054,irdi
histyarirdi-1055,yab,takonojne neke n ti tewenke,takono-jne	neke	n	ti	t-ewenke,other-PL	CNTR	INTS	HSY	3-ignorant,their younger siblings if they do not know (auto),,,histyarirdi-1055,n	part	part	part	postp,sus hermanos menores si no saben,histyarirdi,1055,irdi
histyarirdi-1056,yab,ejnë waimuru tewenke,ejnë	waimu-ru	t-ewenke,1+2PRO	language-PERT	3-ignorant,do not know our language (auto),,,histyarirdi-1056,pn	n	postp,no saben nuestro idioma,histyarirdi,1056,irdi
histyarirdi-1057,yab,tewenke tawara ejnë waimuru,t-ewenke	tawara	ejnë	waimuru,3-ignorant	too	1+2PRO	?,they also do not know our language (auto),,,histyarirdi-1057,postp	adv	pn	?,tampoco saben nuestro idioma,histyarirdi,1057,elpe
histyarirdi-1058,yab,"ë'ë, ïmparë neke ne",ë'ë	ïmparë	neke	ne,yes	***	CNTR	INTS,"yes, already (auto)",,,histyarirdi-1058,intj	?	part	part,"sí, ya",histyarirdi,1058,irdi
histyarirdi-1059,yab,ïmparë ti,ïmparë	ti,***	HSY,"Yes, dice (auto)",,,histyarirdi-1059,?	part,"ya, dice",histyarirdi,1059,elpe
histyarirdi-1060,yab,"ë'ë, ïmparë",ë'ë	ïmparë,yes	***,"yes, already (auto)",,,histyarirdi-1060,intj	?,"sí, ya",histyarirdi,1060,irdi
histtiggrme-1,yab,sakajpapëtiri,sakajpapëtiri,***,is running (auto),,,,?,está corriendo,histtiggrme,1,came
histtiggrme-2,yab,"ëmparë ti, yakaramakë ëkërë pëkë",ëmparë	ti	yakarama-kë	ëkërë	pëkë,***	HSY	tell-IMP	?	about,tell us about the tiger (auto),,,,?	part	vt	?	postp,"ya, cuente lo del tigre",histtiggrme,2,came
histtiggrme-3,yab,"¿ ëkërë, Enrike wëjpë maniki?",ëkërë	enrike	wëjpë	maniki,?	?	?	REL.ANIM,the tiger that Enrique killed? (auto),,,,?	?	?	part,¿el tigre que Enrique mató?,histtiggrme,3,grme
histtiggrme-4,yab,ë'ë,ë'ë,yes,sí (auto),,,,intj,sí,histtiggrme,4,came
histtiggrme-5,yab,tëwï ti,tëwï	ti,3PRO	HSY,of the same (auto),,,,pn	part,de eso mismo,histtiggrme,5,came
histtiggrme-6,yab,"Enrike tase wejsapë"" tuna yënta"" ta ti,"" tuna yënta""",enrike	tase	wej-sapë	tuna	yën-ta	ta	ti	tuna	yën-ta,E.	?	COP-PFV	water	drink-MOTIMP	?	HSY	water	drink-MOTIMP,"Enrique said, go get a drink of water (auto)",,,,n	?	vi	n	vt	?	part	n	vt,"Enrique dijo, vaya a tomar agua",histtiggrme,6,grme
histtiggrme-7,yab,wïrë këya wara rë wïrë tëja wejsapë tuna yënse,wïrë	këya-∅	wara	rë	wïrë	të-ja	wejsapë	tuna	yën-se,1PRO	think-ACNNMLZ	?	EMP	1PRO	go-NEG	?	?	drink-SUP,I didn't go for a drink of water (auto),,,,pn	n	?	part	pn	vi	?	?	adv,"yo parece que sabía, yo no fui a tomar agua",histtiggrme,7,grme
histtiggrme-8,yab,¿ tëwïjna?,tëwïjna,there.ANA,That way? (auto),,,,adv,¿para allá?,histtiggrme,8,came
histtiggrme-9,yab,wïrë tëja wejsapë,wïrë	të-ja	wejsapë,1PRO	go-NEG	?,yo no fui (auto),,,,pn	vi	?,yo no fui,histtiggrme,9,grme
histtiggrme-10,yab,"nwa irëjpë wïrë inche truj-truj-truj, mukujpë yonkori",nwa	irëjpë	wïrë	inche	truj-truj-truj	muku-jpë	yonkori,thus	then	1PRO	?	***	child-PST	***,"then I saw that they were jumping around, the chicks were playing (auto)",,,,part	adv	pn	?	?	n	?,"después yo vi que estaban brincado, los pichones estaban jugando",histtiggrme,10,grme
histtiggrme-11,yab,wajpënpëtiri,wajpënpëtiri,***,were jumping (auto),,,,?,estaban brincando,histtiggrme,11,came
histtiggrme-12,yab,"wajpënpëtikontomo, weroro yonko wëra ta, muku",wajpënpëtikontomo	weroro	yonko	wëra	ta	muku,***	dog	***	like	?	?,"they were jumping, they were playing like dogs, daughter (auto)",,,,?	n	?	postp	?	?,"estaban brincando, jugaban como perros, hija",histtiggrme,12,grme
histtiggrme-13,yab,"tawara takï, wajpënpëtiri mukujpë ti",tawara	takï	wajpënpëtiri	muku-jpë	ti,too	CNFRM	***	child-PST	HSY,"so, the pigeons jumped (auto)",,,,adv	part	?	n	part,"así, saltaban los pichones",histtiggrme,13,grme
histtiggrme-14,yab,¡ iiij %¡ ta wejsaj wïrë ya,iiij	ta	wej-saj	wïrë	ya,***	?	COP-PFV	1PRO	?,uy! dije yo (auto),,,,?	?	vi	pn	?,uy! dije yo,histtiggrme,14,grme
histtiggrme-15,yab,"wïrë këya wëra wïrë tëja wejsapë, ta wejsaj wïrë ya, ¡ inkë kërë!",wïrë	këya-∅	wëra	wïrë	të-ja	wejsapë	ta	wej-saj	wïrë	ya	in-kë	kërë,1PRO	think-ACNNMLZ	like	1PRO	go-NEG	?	?	COP-PFV	1PRO	ERG	see-IMP	?,"it seems that I knew and I didn't go, look at them. (auto)",,,,pn	n	postp	pn	vi	?	?	vi	pn	postp	vt	?,"parece que yo sabía y no fui, miralos a esos",histtiggrme,15,grme
histtiggrme-16,yab,"nwarë ijtënojpë, wanapu yëjnëpakërë wepï wejsapë yanë ëjpërësapë",nwa=rë	ijtënojpë	wanapu	yëjnëpakërë	wepï-∅	wej-sapë	yanë	ëjpërësapë,thus=EMP	***	savannah	***	come-IPFV	COP-PFV	mother	***,"then, from under the straw came the mother crouching down (auto)",,,,part	?	n	?	vi	vi	n	?,"después, por debajo de la paja venía la mamá agachada",histtiggrme,16,grme
histtiggrme-17,yab,wanapu wëjkasaj chipëkë,wanapu	wëjkasaj	chipëkë,savannah	?	***,because the straw was down (auto),,,,n	?	?,porque la paja estaba caida,histtiggrme,17,grme
histtiggrme-18,yab,tëwï yëjnëpakërë wepï taji,tëwï	yëjnëpakërë	wepï	taji,3PRO	***	?	FOC,below that came (auto),,,,pn	?	?	part,por debajo de eso venía,histtiggrme,18,grme
histtiggrme-19,yab,ëjpërësaj wepïrï,ëjpërësaj	wepï-rï,***	come-IPFV,she was crouching (auto),,,,?	vi,venía agachada,histtiggrme,19,grme
histtiggrme-20,yab,kaimarë wepïrï,kaimarë	wepï-rï,***	come-IPFV,came slowly (auto),,,,?	vi,venía despacio,histtiggrme,20,came
histtiggrme-21,yab,kaimarë,kaimarë,***,slowly (auto),,,,?,despacito,histtiggrme,21,grme
histtiggrme-22,yab,nwa irëjpë Enrike ta wejsapë,nwa	irëjpë	enrike	ta	wej-sapë,thus	then	E.	?	COP-PFV,then Enrique said (auto),,,,part	adv	n	?	vi,después Enrique dijo,histtiggrme,22,grme
histtiggrme-23,yab,inkë kërë,in-kë	kërë,see-IMP	?,see that (auto),,,,vt	?,vea ese,histtiggrme,23,grme
histtiggrme-24,yab,"¡ iij %¡ kërë wepï ta rë, ta wejsaj wïrë",iij	kërë	wepï	ta	rë	ta	wej-saj	wïrë,***	?	?	?	EMP	?	COP-PFV	1PRO,"Oh, here comes that one, I said (auto)",,,,?	?	?	?	part	?	vi	pn,"uy! ahí viene ese, dije yo",histtiggrme,24,grme
histtiggrme-25,yab,"nwarë teijpojra tawëse, ¡ toj!",nwa=rë	teijpo=jra	ta-wë-se	toj,thus=EMP	far=NEG	3P-kill-PST	***,"then shot him close, bang! (auto)",,,,part	adv	vt	?,"después le disparó cerquita, pum!",histtiggrme,25,grme
histtiggrme-26,yab,¡ tuj %¡ imukutomo ijtëse romana,tuj	i-muku-∅-tomo	ij-të-se	romana,fall	3-child-PERT-PL	3-go-PST	***,"they ran tuj!, their children went downriver (auto)",,,,ideo	n	vi	?,"corrieron tuj!, sus hijos se fueron río abajo",histtiggrme,26,grme
histtiggrme-27,yab,¿ epese?,epese,?,did they escape? (auto),,,,?,¿se escaparon?,histtiggrme,27,came
histtiggrme-28,yab,epese,epe-se,escape-PST,They left.,,,,vi,se fueron,histtiggrme,28,grme
histtiggrme-29,yab,weroro wëra takï ijtëse muku,weroro	wëra	takï	ij-të-se	muku,dog	like	CNFRM	3-go-PST	child,"they left just like dogs, daughter (auto)",,,,n	postp	part	vi	n,"se fueron tal cual como perros, hija",histtiggrme,29,grme
histtiggrme-30,yab,yanëjpë takï ësëmase,yanë-jpë	takï	ësëmase,mother-PST	CNFRM	?,mom died (auto),,,,n	part	?,la mamá se murió,histtiggrme,30,grme
histtiggrme-31,yab,¡ pëëë!,pëëë,***,ay! (auto),,,,?,ay!,histtiggrme,31,came
histtiggrme-32,yab,Enrike ya wëse teijpojra wepï wejsapë ëkërë,enrike	ya	wëse	teijpo=jra	wepï-∅	wej-sapë	ëkërë,E.	ERG	?	far=NEG	come-IPFV	COP-PFV	?,"Enrique killed him, the tiger came close by (auto)",,,,n	postp	?	adv	vi	vi	?,"Enrique lo mató, venía cerquita el tigre",histtiggrme,32,grme
histtiggrme-33,yab,"inkë kërë, wïrë këya wëra wïrë tëja wejsapë mïjna kujpë pota pana, ta wejsaj wïrë",in-kë	kërë	wïrë	këya-∅	wëra	wïrë	të-ja	wejsapë	mïjna	kujpë	pota	pana	ta	wej-saj	wïrë,see-IMP	?	1PRO	think-ACNNMLZ	like	1PRO	go-NEG	?	there.ALL	***	mouth	?	?	COP-PFV	1PRO,"look at that one, it seems that I knew and I didn't go down there to the shore of the lagoon, I said (auto)",,,,vt	?	pn	n	postp	pn	vi	?	adv	?	n	?	?	vi	pn,"mira ese, parece que yo sabía y yo no fui allá a la orilla de la laguna, dije",histtiggrme,33,grme
histtiggrme-34,yab,tawëjpë taji wejsapë,ta-wë-jpë	taji	wejsapë,3P-kill-PST	FOC	?,shot him (auto),,,,vt	part	?,le disparó,histtiggrme,34,grme
histtiggrme-35,yab,tëwï ma rë,tëwï	ma	rë,3PRO	RST	EMP,that's all (auto),,,,pn	part	part,eso no más,histtiggrme,35,grme
histtiggrme-36,yab,"nwa irëjpë nwarë, tasopikase",nwa	irëjpë	nwarë	ta-sopika-se,thus	then	?	3P-skin-PST,"then, he took the leather from the tiger (auto)",,,,part	adv	?	vt,"después, le quitó el cuero al tigre",histtiggrme,36,grme
histtiggrme-37,yab,"ana tëse wejsapë, ëjtë yaka ana wejse",ana	tëse	wej-sapë	ëj-të	yaka	ana	wejse,1+3PRO	?	COP-PFV	house-NPERT	ALL	1+3PRO	?,"we left, we came to the house (auto)",,,,pn	?	vi	n	postp	pn	?,"nos fuimos, nos vinimos a la casa",histtiggrme,37,grme
histtiggrme-38,yab,¿ tëwï pijpë ma ka tanejse?,tëwï	pijpë	ma	ka	ta-nej-se,3PRO	?	RST	?	3P-bring-PST,Did they just bring the skin? (auto),,,,pn	?	part	?	vt,¿trajeron la piel no más?,histtiggrme,38,came
histtiggrme-39,yab,pijpë ma ta tanejse waijtërijpë yakërë rë wejsapë,pijpë	ma	ta	ta-nej-se	waijtë-ri-jpë	y-akërë	rë	wejsapë,skin	RST	?	3P-bring-PST	head-PERT-PST	LK-with	EMP	?,!'they brought only the skin; it was with the head' (\ot 'they brought only the skin with the head'). (auto),,,,n	part	?	vt	n	postp	part	?,!‘trajeron solamente la piel; estaba con la cabeza’ (\ot ‘trajeron solamente la piel con la cabeza’),histtiggrme,39,grme
histtiggrme-40,yab,tanejse ta ëjtë yaka,ta-nej-se	ta	ëj-të	yaka,3P-bring-PST	?	house-NPERT	ALL,brought it to the house (auto),,,,vt	?	n	postp,lo trajo a la casa,histtiggrme,40,grme
histtiggrme-41,yab,sopikasemï tasopikase,sopika-se-mï	ta-sopika-se,skin-PTCP-NMLZ	3P-skin-PST,no more leather (auto),,,,n	vt,sacó el cuero no más,histtiggrme,41,grme
histtiggrme-42,yab,ana wejse yuwana inche ana tëjpë neke ne,ana	wejse	yuwana	inche	ana	tëjpë	neke	ne,1+3PRO	?	***	?	1+3PRO	?	CNTR	INTS,"we came here, we went to look for iguanas (auto)",,,,pn	?	?	?	pn	?	part	part,"nosotros nos vinimos, fuimos a buscar iguanas",histtiggrme,42,grme
histtiggrme-43,yab,"pïrarë wejsapë ana yopoja wejsapë, ëkërë ma yopose ana ya",pïrarë	wejsapë	ana	yopo-ja	wejsapë	ëkërë	ma	yopo-se	ana	ya,NEG.EXIST	?	1+3PRO	find-NEG	?	?	RST	find-PST	1+3PRO	ERG,"there was not, we did not find, we only found the tiger (auto)",,,,part	?	pn	vt	?	?	part	vt	pn	postp,"no había, no encontramos, solamente encontramos el tigre",histtiggrme,43,grme
histtiggrme-44,yab,¿ ijtë ka wejsapë tëpene yuwana mokontomo sojpa wejsapë?,ijtë	ka	wej-sapë	tëpene	yuwana	mokontomo	sojpa-∅	wej-sapë,?	Q	COP-PFV	***	***	2PL.PRO	take_out-IPFV	COP-PFV,Is that where you always took out iguanas? (auto),,,,?	part	vi	?	?	pn	vt	vi,¿ahí es que ustedes siempre sacaban iguanas?,histtiggrme,44,came
histtiggrme-45,yab,"ë'ë, ëjpïna wontoj takï tëwïjna, muku",ë'ë	ëjpïna	won-toj	takï	tëwïjna	muku,yes	often	enter-CIRC.NMLZ	CNFRM	there.ANA	child,"yes, that's where a lot comes in, daughter (auto)",,,,intj	adv	n	part	adv	n,"sí, ahí entra mucho, hija",histtiggrme,45,grme
histtiggrme-46,yab,sakawu yaye,sakawu	yaye,***	LOC,where there is sand (in the savannah) (auto),,,,?	postp,donde hay arena (en la sabana),histtiggrme,46,grme
histtiggrme-47,yab,sakawu rë,sakawu	rë,***	EMP,temple arena (auto),,,,?	part,pura arena,histtiggrme,47,grme
histtiggrme-48,yab,¿ ijtë?,ijtë,?,There? (auto),,,,?,¿ahí?,histtiggrme,48,came
histtiggrme-49,yab,ëjpïna womïrï,ëjpïna	womï-rï,often	enter-IPFV,many (auto),,,,adv	vi,entran muchas,histtiggrme,49,grme
histtiggrme-50,yab,ana yopoja wejsapë,ana	yopo-ja	wejsapë,1+3PRO	find-NEG	?,no encontramos (auto),,,,pn	vt	?,no encontramos,histtiggrme,50,grme
histtiggrme-51,yab,ëkërë ma yopose ana ya,ëkërë	ma	yopo-se	ana	ya,?	RST	find-PST	1+3PRO	ERG,we only found the tiger (auto),,,,?	part	vt	pn	postp,solo encontramos el tigre,histtiggrme,51,grme
histtiggrme-52,yab,ëkërë ya yënëse,ëkërë	ya	yënëse,?	ERG	?,then the tiger must have eaten them. (auto),,,,?	postp	?,entonces será que los comió el tigre,histtiggrme,52,came
histtiggrme-53,yab,ëkërë yënëse pïnika,ëkërë	yënëse	pïnika,?	?	?,the tiger ate them will be (auto),,,,?	?	?,el tigre las comió será,histtiggrme,53,grme
histtiggrme-54,yab,"nwarë ana yopojpë ta, Enrike ya wëse wejsapë ëkërë",nwa=rë	ana	yopojpë	ta-∅	enrike	ya	wëse	wej-sapë	ëkërë,thus=EMP	1+3PRO	?	say-IPFV	E.	ERG	?	COP-PFV	?,"so the one we found, Enrique killed that tiger (auto)",,,,part	pn	?	vt	n	postp	?	vi	?,"así el que encotramos, Enrique mató a ese tigre",histtiggrme,54,grme
histtiggrme-55,yab,ana wejse ëjtë yaka,ana	wejse	ëj-të	yaka,1+3PRO	?	house-NPERT	ALL,we came to the house (auto),,,,pn	?	n	postp,nosotros vinimos a la casa,histtiggrme,55,grme
histtiggrme-56,yab,¿ teijpo rë pïnika?,teijpo	rë	pïnika,far	EMP	?,Was it just a little far away? (auto),,,,adv	part	?,¿será que estaba un poco lejos?,histtiggrme,56,came
histtiggrme-57,yab,"teijpono rë taji mïjna kujpë potari ya, muku",teijpo-no	rë	taji	mïjna	kujpë	pota-ri	ya	muku,far-NMLZ	EMP	FOC	there.ALL	***	mouth-PERT	?	child,"is far away, over there, close to the shore of the lagoon, daughter (auto)",,,,n	part	part	adv	?	n	?	n,"queda lejos, allá, cerca a la orilla de la laguna, hija",histtiggrme,57,grme
histtiggrme-58,yab,yïpïjyari ya ta,yïpïjyari	ya	ta,***	ERG	?,at the foot of the hill (auto),,,,?	postp	?,en la pata del cerro,histtiggrme,58,grme
histtiggrme-59,yab,"aaa, ë'ë",aaa	ë'ë,ah	yes,"ah, sí (auto)",,,,intj	intj,"ah, sí",histtiggrme,59,came
histtiggrme-60,yab,kujpë kamprake mare,kujpë	kamprake	mare,***	?	?,"that one, the big lagoon (auto)",,,,?	?	?,"aquel, la laguna grande",histtiggrme,60,grme
histtiggrme-61,yab,"tëwïjna, tëwï potari ya, ana tëjpë taji",tëwïjna	tëwï	pota-ri	ya	ana	tëjpë	taji,there.ANA	3PRO	mouth-PERT	?	1+3PRO	?	FOC,"there, on the shore of the lagoon, we were (auto)",,,,adv	pn	n	?	pn	?	part,"allá, en la orilla de la laguna, nosotros fuimos",histtiggrme,61,grme
histtiggrme-62,yab,"ijtë taji rë, weroro makarikë yënëse wejsapë",ijtë	taji	rë	weroro	makarikë	yënë-se	wej-sapë,?	FOC	EMP	dog	?	eat(meat)-SUP	COP-PFV,right there and then the dog was eaten (auto),,,,?	part	part	n	?	adv	vi,ahí mismo el babo comió al perro,histtiggrme,62,grme
histtiggrme-63,yab,ana yïkïnï yakuri pëkë ijtëjpë tuna pota të pïnika ji,ana	yïkïnï	yakuri	pëkë	ij-të-jpë	tuna	pota	të	pïnika	ji,1+3PRO	***	agouti	about	3-go-PST	water	?	?	?	***,our calf had gone to the water's edge will be (auto),,,,pn	?	n	postp	vi	n	?	?	?	?,nuestra cría se había ido a la orilla del agua será,histtiggrme,63,grme
histtiggrme-64,yab,tuna pota pëkë pïnika ijtë wejsapë yakuri këjma ta,tuna	pota	pëkë	pïnika	ijtë	wej-sapë	yakuri	këjma	ta,water	?	about	?	?	COP-PFV	agouti	?	?,"I was walking along the water's edge, hunting picure (auto)",,,,n	?	postp	?	?	vi	n	?	?,"andaba por la orilla del agua, cazando picure",histtiggrme,64,grme
histtiggrme-65,yab,tayapëjse,ta-yapëj-se,3P-grab-PST,caught him (auto),,,,vt,lo agarró,histtiggrme,65,grme
histtiggrme-66,yab,makarikë ya yënëse,makarikë	ya	yënëse,cayman	ERG	?,the babo ate it (auto),,,,n	postp	?,el babo lo comió,histtiggrme,66,grme
histtiggrme-67,yab,nwa chijpë taji ijtë taji,nwa	chijpë	taji	ijtë	taji,thus	?	FOC	?	FOC,that's how it was (auto),,,,part	?	part	?	part,así fue ahí,histtiggrme,67,grme
histtiggrme-68,yab,ana wejse chi yawë ëjtë yaka irëjpë,ana	wejse	chi-∅	yawë	ëj-të	yaka	irëjpë,1+3PRO	?	COP-ACNNMLZ	LOC	house-NPERT	ALL	then,when we came to the house after (auto),,,,pn	?	n	postp	n	postp	adv,cuando vinimos a la casa después,histtiggrme,68,grme
histtiggrme-69,yab,tëwï ma taji,tëwï	ma	taji,3PRO	RST	FOC,that's all (auto),,,,pn	part	part,eso no más,histtiggrme,69,grme
histtiggrme-70,yab,tawëse wejsapë,ta-wë-se	wej-sapë,3P-kill-PST	COP-PFV,lo mató (auto),,,,vt	vi,lo mató,histtiggrme,70,grme
histtiggrme-71,yab,ana wejse ëjtë yaka,ana	wejse	ëj-të	yaka,1+3PRO	?	house-NPERT	ALL,we came to the house (auto),,,,pn	?	n	postp,nos vinimos a la casa,histtiggrme,71,grme
histtiggrme-72,yab,ëkërë tasopikase,ëkërë	ta-sopika-se,?	3P-skin-PST,peeled the tiger (auto),,,,?	vt,peló el tigre,histtiggrme,72,grme
histtiggrme-73,yab,nwarë ana wejse,nwa=rë	ana	wejse,thus=EMP	1+3PRO	?,then we came (auto),,,,part	pn	?,después vinimos,histtiggrme,73,grme
histtiggrme-74,yab,punujpë neke ne kërëmu yënëse,punu-jpë	neke	ne	kërëmu	yënëse,flesh-PST	CNTR	INTS	***	?,the meat was eaten by the vultures (auto),,,,n	part	part	?	?,la carne se la comieron los zamuros,histtiggrme,74,grme
histtiggrme-75,yab,nwa chijpë taji tanijpë,nwa	chijpë	taji	tanijpë,thus	?	FOC	***,so it was (auto),,,,part	?	part	?,así fue,histtiggrme,75,grme
